title,album,artist,time,genre,tempo,filename,year,language,isDL,label,vocal,instrumental,tag
Santa,Santa,DJ Nelson x Ferro,"=""00:03:15""",Pop,92,DJ Nelson x Ferro - Santa.mp4,2022,English,1,DJ Nelson x Ferro,1,0,"Balanced,All Weather,All Season"
Abu - Aura Freestyle,Abu - Aura Freestyle,Abu,"=""00:02:45""",Pop,88,Abu - Aura Freestyle.mp4,2025,English,1,SMC,1,0,"Balanced,All Weather,All Season"
White Boy Wasted,White Boy Wasted,Balistik,"=""00:02:18""",Hip Hop,142,Balistik - White Boy Wasted.mp4,2012,English,1,Famous Artist Music,1,0,"Electronic,Energetic,All Weather,All Season"
Pilot,Pilot - Single,Benny Jamz,"=""00:03:07""",Pop,100,Benny Jamz - Pilot.mp4,2025,English,1,Benny Jamz,1,0,"Balanced,All Weather,All Season"
Blod og Tårer,Blod og Tårer,Benny Jamz,"=""00:03:07""",Hip Hop,145,Benny Jamz - Blod og Tårer.mp4,2025,Danish,1,Benny Jamz,1,0,"Electronic,Energetic,All Weather,All Season"
Barndommen [BB1 Demo Leak (Lyrics),Barndommen,Branco,"=""00:01:55""",Pop,119,Branco - Barndommen [BB1 Demo Leak (Lyrics].mp4,2025,English,1,Branco,1,0,"Balanced,All Weather,All Season"
Aldrig Ro,Aldrig Ro,"Benny Jamz, Gilli, Govana","=""00:02:54""",Pop,80,"Benny Jamz, Gilli, Govana - Aldrig Ro.mp4",2025,English,1,"Benny Jamz, Gilli, Govana",1,0,"Calm,Rainy,All Season"
Orange Freestyle,Orange Freestyle,"Benny Jamz, Gilli","=""00:02:22""",Hip Hop,135,"Benny Jamz, Gilli - Orange Freestyle.mp4",2025,English,1,"Benny Jamz, Gilli",1,0,"Electronic,Energetic,All Weather,All Season"
TRAPSUPERHERO,BABA BUSINESS 3,Branco,"=""00:02:29""",Pop,129,Branco - TRAPSUPERHERO Ft. M Huncho.mp4,2024,English,1,Branco Label,1,0,"Energetic,All Weather,All Season"
Carmon - ICY ENVIRONMENT FRESTYLE PT. 1,Carmon - ICY ENVIRONMENT FRESTYLE PT. 1,Carmon,"=""00:02:26""",Hip Hop,101,Carmon - ICY ENVIRONMENT.mp4,2025,English,1,Carmon,1,0,"Balanced,All Weather,All Season"
26,26,Cizzo,"=""00:01:49""",Hip Hop,101,Cizzo - 26.mp4,2026,English,1,Cizzo,1,0,"R&B,Balanced,All Weather,All Season"
Kensington,Kensington,Cizzo,"=""00:01:57""",Pop,134,Cizzo - Kensington.mp4,2025,English,1,Cizzo,1,0,"Energetic,All Weather,All Season"
Cizzo - DamDam ft. Xabski,Cizzo - DamDam ft. Xabski,Cizzo,"=""00:02:00""",Pop,134,Cizzo - DamDam ft. Xabski.mp4,2025,English,1,SMC,1,0,"Energetic,All Weather,All Season"
Turbo S,Young & Heartless,Cizzo,"=""00:01:55""",Pop,96,Cizzo - Turbo S.mp4,2025,English,1,Cizzo,1,0,"Balanced,All Weather,All Season"
Cizzo x 3robi - Europa Favela (Official Clip),Cizzo x 3robi - Europa Favela (Official Clip),Cizzo x 3robi,"=""00:03:14""",Pop,132,Cizzo x 3robi - Europa Favela.mp4,2026,English,1,SMC,1,0,"Energetic,All Weather,All Season"
"Bunker Cypher #48 (Wilhook, GodDreng, SkyggeSiden, Adlyd) | OTS","Bunker Cypher #48 (Wilhook, GodDreng, SkyggeSiden, Adlyd) | OTS","Cypher #48 (Wilhook, GodDreng, SkyggeSiden, Adlyd)","=""00:03:54""",Hip Hop,95,"Cypher #48 (Wilhook, GodDreng, SkyggeSiden, Adlyd) - Bunker.mp4",2024,English,1,SMC,1,0,"Balanced,All Weather,All Season"
EDO6K x Jamaika - Koldere Brise [4K Promovideo],EDO6K x Jamaika - Koldere Brise [4K Promovideo],EDO6K x Jamaika,"=""00:01:08""",Pop,100,EDO6K x Jamaika - Koldere Brise.mp4,2025,English,1,SMC,1,0,"Balanced,All Weather,All Season"
Dread's Riddim (Lyrics),imellem,Fabian Mazur & Dread MC,"=""00:02:17""",Pop,80,Fabian Mazur & Dread MC - Dread's Riddim (Lyrics).mp4,2025,English,1,[no label],1,0,"Calm,Rainy,All Season"
Bounce 03,Bounce 03,Fabian Mazur,"=""00:02:35""",Pop,105,Fabian Mazur - Bounce 03.mp4,2025,English,1,[no label],1,0,"Balanced,All Weather,All Season"
Up Down,Up Down,"Fabian Mazur, Snavs","=""00:02:29""",Electronic,136,"Fabian Mazur, Snavs - Up Down.mp4",2026,English,1,"Fabian Mazur, Snavs",1,0,"Electro,Electronica,Dance,Upbeat,All Weather,All Season,Youth/adult"
Prize,Prize,"Fabian Mazur, Golden Child, Robu","=""00:02:17""",Electronic,81,"Fabian Mazur, Golden Child, Robu - Prize.mp4",2025,English,1,"Fabian Mazur, Golden Child, Robu",1,0,"Hip Hop,Electro,Electronica,Energetic,All Weather,All Season"
Butterflies,Butterflies,Ferdinand,"=""00:02:38""",Pop,128,Ferdinand - Butterflies.mp4,2025,English,1,Ferdinand,1,0,"Energetic,All Weather,All Season"
ICEKIID - ACCELERATION,ICEKIID - ACCELERATION,Icekod,"=""00:02:32""",Pop,111,Icekod - Accellaration.mp4,2026,English,1,SMC,1,0,"Balanced,All Weather,All Season"
Back it up,Back it up,Fernando Sucré,"=""00:02:54""",Pop,98,Fernando Sucré - Back it up.mp4,2024,English,1,Fernando Sucré,1,0,"Balanced,All Weather,All Season"
Ready Or not,Snogging and Shagging,J Mansa,"=""00:02:01""",Pop,143,J Mansa - Ready Or not.mp4,2026,English,1,Geffen Records,1,0,"Energetic,All Weather,All Season"
Bar Gør Det,BAR GØR DET,Jimilian,"=""00:02:07""",Pop,155,Jimilian - Bar Gør Det.mp4,2026,Norwegian,1,Jimilian,1,0,"Energetic,All Weather,All Season"
Dashni,Dashni,Jimilian,"=""00:02:30""",Pop,99,Jimilian - Dashni.mp4,2025,English,1,Jimilian,1,0,"Balanced,All Weather,All Season"
H.C.,H.C.,JEFF3,"=""00:03:34""",Hip Hop,137,JEFF3 - H.C..mp4,2026,English,1,JEFF3,1,0,"Energetic,All Weather,All Season"
Mercedes,Mercedes,Jimilian,"=""00:02:43""",Hip Hop,148,Jimilian - Mercedes.mp4,2025,English,1,Jimilian,1,0,"R&B,Electronic,Energetic,All Weather,All Season"
O MA BEBE,O MA BEBE,Jimilian x Capital T,"=""00:02:41""",Pop,145,Jimilian x Capital T - O MA BEBE.mp4,2025,English,1,Jimilian x Capital T,1,0,"Energetic,All Weather,All Season"
Hallelujastemning,Hallelujastemning,Joddski,"=""00:04:14""",Hip Hop,118,Joddski - Hallelujastemning.mp4,2025,English,1,"Knirckefritt, Mosvolddalen Records",1,0,"Confident,All Weather,All Season,Youth/adult"
"""Kinky Fætter"" - Juleudgave 🎄","""Kinky Fætter"" - Juleudgave 🎄",Kinky Fætter,"=""00:02:50""",Pop,128,Kinky Fætter - Juleudgave.mp4,2025,Danish,1,SMC,1,0,"Energetic,All Weather,All Season"
Freestyle,Freestyle,legobygger123,"=""00:01:09""",Hip Hop,143,LEGOBYGGER123 - Freestyle (Buzzin Barz).mp4,2026,English,1,legobygger123,1,0,"Electronic,Dance,Upbeat,All Weather,All Season,Youth/adult"
MALLO - BB Freestyle (Buzzin Barz),MALLO - BB Freestyle (Buzzin Barz),MALLO,"=""00:02:14""",Pop,135,MALLO - BB Freestyle (Buzzin Barz).mp4,2026,English,1,SMC,1,0,"Energetic,All Weather,All Season"
MANI - Real Life (Buzzin Barz),MANI - Real Life (Buzzin Barz),MANI,"=""00:02:23""",Hip Hop,126,MANI - Real Life (Buzzin Barz).mp4,2026,English,1,SMC,1,0,"Electronic,Energetic,All Weather,All Season"
Martin Hazy X Angelo Reira X Amadou X Spacewave - REGNET (Offisiell Musikkvideo),Martin Hazy X Angelo Reira X Amadou X Spacewave - REGNET (Offisiell Musikkvideo),Martin Hazy X Angelo Reira X Amadou X Spacewave,"=""00:03:32""",Pop,144,Martin Hazy X Angelo Reira X Amadou X Spacewave - Regnet.mp4,2025,English,1,SMC,1,0,"Energetic,All Weather,All Season"
Merro8 x Benny Jamz - 365 [Promovideo],Merro8 x Benny Jamz - 365 [Promovideo],Merro8 x Benny Jamz,"=""00:01:00""",Pop,130,Merro8 x Benny Jamz - 365.mp4,2025,English,1,SMC,1,0,"Energetic,All Weather,All Season"
Lamine Yamal,Lamine Yamal,MattiMillz,"=""00:02:32""",Pop,143,MattiMillz - Lamine Yamal.mp4,2026,English,1,MattiMillz,1,0,"Energetic,All Weather,All Season"
Nice,Nice,Michael Hausted,"=""00:02:30""",Pop,80,Michael Hausted - Nice.mp4,2025,English,1,Michael Hausted,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Ghost,Mission: Impossible – Ghost Protocol (Music From The Motion Picture),Michael Williams,"=""00:02:04""",Electronic,95,Michael Williams - Ghost.mp4,2026,English,1,"Varèse Sarabande, Varèse Sarabande Records, Inc.",1,0,"Classical,Modern Classical,Ambient,Downtempo,Score,Soundtrack,Energetic,Rainy,All Season"
Pleasure,PLEASURE / RAINBOWFHISH - Single,Moore Kismet,"=""00:03:52""",Electronic,132,Moore Kismet - Pleasure.mp4,2025,English,1,Thrive Music,1,0,"Electro,Dance,Upbeat,All Weather,All Season,Youth/adult"
Guld&Grønne,Guld & Grønne,Noah Carter,"=""00:02:24""",Pop,135,Noah Carter - Guld & Grønne.mp4,2025,Danish,1,Noah Carter,1,0,"Energetic,All Weather,All Season"
Loco,Loco,Navid,"=""00:03:13""",Pop,136,Navid -Loco.mp4,2025,English,1,Navid,1,0,"Energetic,All Weather,All Season"
Storebror,Storebror,Noah Carter,"=""00:02:44""",Hip Hop,112,Noah Carter - Storebror.mp4,2025,English,1,Noah Carter,1,0,"Electronic,Energetic,All Weather,All Season"
Diablo,El fin del mundo - el comienzo,OMAR,"=""00:02:47""",Pop,135,OMAR - Diablo.mp4,2025,English,1,Omar Ruiz,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Sune Skov - BB Freestyle (Buzzin Barz),Sune Skov - BB Freestyle (Buzzin Barz),Sune Skov,"=""00:00:59""",Hip Hop,140,Sune Skov - BB Freestyle (Buzzin Barz).mp4,2026,English,1,SMC,1,0,"Electronic,Energetic,All Weather,All Season"
Smukkeste Jeg Har Set,Smukkeste Jeg Har Set,Omar,"=""00:02:23""",Pop,163,Omar - Smukkeste Jeg Har Set (Live).mp4,2026,English,1,Omar,1,0,"Energetic,All Weather,All Season"
MA3LISH,Ma3lish,Tan,"=""00:02:27""",Pop,122,Tan - MA3LISH.mp4,2026,English,1,Tan,1,0,"Balanced,All Weather,All Season"
Ingen Hvile Ingen Pause,Ingen Hvile Ingen Pause,Tan x Rueco,"=""00:02:17""",Hip Hop,78,Tan x Rueco - Ingen Hvile Ingen Pause.mp4,2026,English,1,Tan x Rueco,1,0,"Electronic,Energetic,All Weather,All Season"
Tan - Sel3a ft Aim,Tan - Sel3a ft Aim,Tan,"=""00:03:06""",Pop,146,Tan - Sel3a ft Aim.mp4,2025,English,1,SMC,1,0,"Energetic,All Weather,All Season"
Regntid,VULKANØ,Tobias Rahim,"=""00:05:47""",Pop,142,Tobias Rahim - Regntid ft. Kabusa Oriental Choir.mp4,2025,Danish,1,Os Der Følger Floden ApS,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Xabski - Three Flow Freestyle,Xabski - Three Flow Freestyle,Xabski,"=""00:01:41""",Pop,156,Xabski - Three Flow Freestyle.mp4,2026,English,1,SMC,1,0,"Energetic,All Weather,All Season"
Zuloo x Lamin - SIKKE EN TYPE [Promovideo],Zuloo x Lamin - SIKKE EN TYPE [Promovideo],Zuloo x Lamin,"=""00:01:09""",Pop,127,Zuloo x Lamin - Sikke en type.mp4,2025,English,1,SMC,1,0,"Energetic,All Weather,All Season"
En Dag Giver Alt Nok Mening,En Dag Giver Alt Nok Mening,Y99,"=""00:02:06""",Pop,162,Y99 - En Dag Giver Alt Nok Mening.mp4,2025,English,1,Y99,1,0,"Energetic,All Weather,All Season"
Place Of Peace,From A Man's Perspective,Dax,"=""00:02:50""",Pop,96,Dax - Place Of Peace.mp4,2024,English,1,Columbia Records,1,0,"Balanced,All Weather,All Season"
Soldier,From A Man's Perspective,Dax & Tom MacDonald,"=""00:04:27""",Pop,140,Dax - Soldier (Feat. Tom MacDonald).mp4,2024,English,1,Columbia Records,1,0,"Energetic,All Weather,All Season"
Soldier,From A Man's Perspective,Dax,"=""00:04:27""",Pop,140,Dax - Soldier.mp4,2024,English,1,Columbia Records,1,0,"Energetic,All Weather,All Season"
Fugle,Fugle,Djämes Braun,"=""00:04:09""",Pop,118,Djämes Braun - Fugle.mp4,2014,Danish,1,Warner Music Denmark,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Taxi,TAXI,Eden Golan,"=""00:02:30""",Pop,122,Eden Golan - Taxi.mp4,2023,English,1,CAT Music,1,0,"Balanced,All Weather,All Season"
Stereo Love,Stereo Love,Edward Maya ft. Vika Jigulina,"=""00:03:05""",Pop,128,Edward Maya ft. Vika Jigulina - Stereo Love.mp4,2009,English,1,Sony Music,1,0,"Energetic,All Weather,All Season"
Copenhagen City,Copenhagen City,Emil Kruse,"=""00:02:32""",Pop,116,"Emil Kruse ft. OK OK, Anthon Edwards- Copenhagen City.mp4",2025,English,1,Sony Music Entertainment,1,0,"Balanced,All Weather,All Season"
Complicated,Dutty Love,FAVE,"=""00:02:41""",Pop,102,FAVE - Complicated (Live).mp4,2024,English,1,[no label],1,0,"Balanced,All Weather,All Season"
Kamæleon,Kamæleon,Fyr Og Flamme,"=""00:03:09""",Pop,118,Fyr Og Flamme - Kamæleon.mp4,2020,Danish,1,Universal Music,1,0,"Europop,Mainstream,All Weather,All Season,Youth/adult"
Gertrud,Gertrud,Gigis,"=""00:03:38""",Pop,116,Gigis - Gertrud.mp4,2017,English,1,disco:wax,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Et Sted Herude (Lyrics),MELLEM HIMMEL & JORD,Gobs,"=""00:02:16""",Pop,135,Gobs - Et Sted Herude (Lyrics).mp4,2024,English,1,Warner Music Denmark,1,0,"Energetic,All Weather,All Season"
Igen & igen,"I DAG, I MORGEN, 4 EVIGT",Gobs,"=""00:02:47""",Pop,94,Gobs - Igen & igen.mp4,2025,English,1,Warner Music Denmark,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Kig Min Vej,Kig Min Vej,Gobs,"=""00:03:01""",Pop,120,Gobs - Kig Min Vej.mp4,2021,English,1,Gobs,1,0,"Balanced,All Weather,All Season"
Sus (Gobs X Ricky Rich),Sus (Gobs X Ricky Rich),Gobs X Ricky Rich,"=""00:02:10""",Pop,130,Gobs X Ricky Rich - Sus.mp4,2022,English,1,SMC,1,0,"Energetic,All Weather,All Season"
Rejsen,Rejsen,Gobs,"=""00:02:20""",Pop,100,Gobs - Rejsen (Official Audio).mp4,2020,English,1,Gobs,1,0,"Balanced,All Weather,All Season"
Guld Jul,Guld Jul,Gulddreng,"=""00:03:53""",Pop,84,Gulddreng - Guld Jul.mp4,2016,English,1,Universal,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Kongespil,Midt i En Drøm Eller Noget Der Ligner,Hjalmer,"=""00:02:53""",Pop,91,Hjalmer - Kongespil.mp4,2019,Danish,1,Universal Music,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Kærlighedssangen,Kærlighedssangen,Jimilian,"=""00:02:53""",Pop,89,Jimilian - Kærlighedssangen.mp4,2021,Danish,1,Flexmusic,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Too Late,Too Late,Jimilian,"=""00:02:24""",Pop,129,Jimilian - Too Late.mp4,2021,English,1,Jimilian,1,0,"Balanced,All Weather,All Season"
Million,Joey,Joey Moe,"=""00:03:05""",Pop,95,Joey Moe - Million.mp4,2014,English,1,Universal Music Group,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Smukkest På En Søndag,Smukkest På En Søndag,Joey Moe,"=""00:03:24""",Pop,78,Joey Moe - Smukkest På En Søndag.mp4,2016,Danish,1,disco:wax,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Josef - Er Det For Sent?,Er Det For Sent?,Josef,"=""00:02:11""",Pop,97,Josef - Er Det For Sent.mp4,2022,English,1,Universal Music Group,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Lige Nu,Lige Nu,Josef,"=""00:02:38""",Pop,110,Josef - Lige Nu.mp4,2021,English,1,Universal Music Group,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Jeg Skal Nok Vente ( Video) (Lyrics),Blitz,Jung,"=""00:03:12""",Rock,133,Jung - Jeg Skal Nok Vente (Lyric Video).mp4,2019,English,1,Universal Music Group,1,0,"Pop Rock,Synth-pop,New Wave,Mainstream,All Weather,All Season,Youth/adult"
Jeg Skal Nok Vente (Lyrics),Blitz,Jung,"=""00:03:12""",Rock,133,Jung - Jeg Skal Nok Vente (Lyrics).mp4,2019,English,1,Universal Music Group,1,0,"Pop Rock,Synth-pop,New Wave,Mainstream,All Weather,All Season,Youth/adult"
Solhverv,Solhverv,Lord Siva,"=""00:03:35""",Pop,140,Lord Siva - Solhverv.mp4,2020,English,1,disco:wax,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Det Burde Være Mig,Det Burde Være Mig,Mads Christian,"=""00:02:53""",Pop,90,Mads Christian - Det Burde Være Mig.mp4,2021,Danish,1,Mads Christian,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Stjernerne,Stjernerne,Lord Siva,"=""00:03:22""",Pop,131,Lord Siva - Stjernerne.mp4,2020,English,1,disco:wax,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Bitter,Bitter - Single,Maisy Kay,"=""00:02:40""",Pop,93,Maisy Kay - Bitter.mp4,2026,English,1,Maisy Kay,1,0,"Balanced,All Weather,All Season"
Kalde Dem for du (Lyrics),Kalde Dem for Du - Single,Malte Ebert,"=""00:03:17""",Pop,144,Malte Ebert - Kalde Dem for du [Lyrics).mp4,2022,English,1,Island,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Danser For Mig Selv,Danser For Mig Selv,Medina,"=""00:03:19""",Pop,135,Medina - Danser For Mig Selv.mp4,2023,English,1,Labelmade,1,0,"Pop Dance,Upbeat,All Weather,All Season,Youth/adult"
Kl. 10,For Altid,Medina,"=""00:03:47""",Pop,90,Medina - Kl. 10.mp4,2011,English,1,A:larm Music,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Jalousi,Jalousi,Medina,"=""00:03:54""",Pop,124,Medina - Jalousi.mp4,2014,English,1,"Labelmade, A:larm Music",1,0,"Mainstream,All Weather,All Season,Youth/adult"
Vi To,"Hits for Kids, Volume 24",Medina,"=""00:04:07""",Pop,124,Medina - Vi To.mp4,2010,English,1,Medina,1,0,"Balanced,All Weather,All Season"
Tro På Dig Selv,Sådan synger børn i Danmark: 18 sange i arrangement,Michael Hausted,"=""00:02:35""",Pop,120,Michael Hausted - Tro På Dig Selv.mp4,2023,Danish,1,Lyren,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Over Byen,Over Byen,NOAH,"=""00:04:10""",Pop,120,NOAH - Over Byen.mp4,2012,English,1,Copenhagen Records,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Til Banken,Til Banken,"Natasja, Tessa, Karen Mukupa","=""00:03:07""",Hip Hop,90,"Natasja, Tessa, Karen Mukupa - Til Banken.mp4",2020,English,1,Universal Music A/S,1,0,"Reggae,Confident,All Weather,All Season,Youth/adult"
Pakker Bar,Pakker Bar,NODE,"=""00:03:30""",Pop,123,NODE - Pakker Bar.mp4,2016,English,1,Node,1,0,"Balanced,All Weather,All Season"
Gå med dig,Hjertestarter,Nephew,"=""00:04:06""",Rock,110,Nephew - Gå Med Dig Feat. Marie Key.mp4,2012,Danish,1,Copenhagen Records,1,0,"Energetic,All Weather,All Season"
Klovne,Klovne,RH,"=""00:02:39""",Pop,106,RH - Klovne.mp4,2020,English,1,Heritage,1,0,"Balanced,All Weather,All Season"
Grow Up,Here For A Reason,Quando Rondo,"=""00:02:50""",Pop,162,Quando Rondo - Grow Up.mp4,2024,English,1,"Atlantic, Never Broke Again, LLC, Quando Rondo, LLC",1,0,"Energetic,All Weather,All Season"
Hygge Mygge,BANDICOOT,RH,"=""00:02:53""",Pop,132,RH - Hygge Mygge.mp4,2022,English,1,Sony Music Entertainment,1,0,"Energetic,All Weather,All Season"
Supermand (Lyrics),Supermand,Rasmus Seebach,"=""00:03:16""",Pop,87,Rasmus Seebach - Supermand (Lyrics).mp4,2020,English,1,Capitol Records,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Livstegn (Lyrics),Livstegn,Rasmus Seebach,"=""00:03:31""",Pop,139,Rasmus Seebach - Livstegn (Lyrics).mp4,2022,English,1,Capitol Records,1,0,"Synth-pop,Mainstream,All Weather,All Season,Youth/adult"
2017,Før Vi Mødte Dig,Rasmus Seebach,"=""00:04:53""",Pop,97,Rasmus Seebach - 2017.mp4,2017,Danish,1,ArtPeople,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Zombie (Lyrics),4 Til Gulvet,Rasmus Seebach,"=""00:03:20""",Pop,130,Rasmus Seebach - Zombie (Lyrics).mp4,2022,English,1,Rasmus Seebach,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Så Længe Vi Danser,4 Til Gulvet,Rasmus Seebach,"=""00:03:38""",Pop,156,Rasmus Seebach - Så Længe Vi Danser.mp4,2022,Danish,1,Capitol Records,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Tusind Farver,Ingen Kan Love Dig I Morgen,Rasmus Seebach,"=""00:03:41""",Pop,124,Rasmus Seebach - Tusind Farver.mp4,2013,English,1,Rasmus Seebach,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Lonely Road,Lonely Road,Roddy Ricch,"=""00:03:04""",Pop,130,Roddy Ricch - Lonely Road.mp4,2024,English,1,Atlantic,1,0,"Energetic,All Weather,All Season"
Dark Vibrations (Lyrics),Dark Vibrations - Single,Saveus,"=""00:03:32""",Pop,145,Saveus - Dark Vibrations (Lyrics).mp4,2022,English,1,Saveus,1,0,"Balanced,All Weather,All Season"
Som Fluer,Infinity Action,The Minds Of 99,"=""00:03:46""",Pop,144,The Minds Of 99 - Som Fluer.mp4,2022,English,1,No3,1,0,"Balanced,All Weather,All Season"
STOR MAND,Når Sjælen Kaster Op,Tobias Rahim & Andreas Odbjerg,"=""00:03:05""",Pop,145,Tobias Rahim & Andreas Odbjerg - STOR MAND.mp4,2021,Danish,1,Sony Music,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Malaga,Helmig Herfra,Thomas Helmig,"=""00:04:13""",Pop,71,Thomas Helmig - Malaga.mp4,2006,English,1,"Genlyd, Sony Music",1,0,"Balanced,All Weather,All Season"
Når Mænd Græder,Når Sjælen Kaster Op,Tobias Rahim,"=""00:03:49""",Pop,120,Tobias Rahim - Når Mænd Græder.mp4,2022,Danish,1,Sony Music,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Feberdrømmer Xx Dubai,Feberdrømmer Xx Dubai,Tobias Rahim,"=""00:03:41""",Pop,136,Tobias Rahim - Feberdrømmer Xx Dubai.mp4,2022,Danish,1,Sony Music,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Mucki Bar,Mucki Bar,Tobias Rahim,"=""00:03:15""",Pop,137,Tobias Rahim - Mucki Bar.mp4,2022,English,1,Sony Music,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Vi 1,Vi 1,Tobias Rahim,"=""00:02:49""",Pop,130,Tobias Rahim - Vi 1 (Vertical Video).mp4,2023,English,1,Os Der Følger Floden,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Ozonlag A Energi,Når Sjælen Kaster Op,Tobias Rahim,"=""00:04:29""",Pop,130,Tobias Rahim - Ozonlag A Energi.mp4,2022,Danish,1,Sony Music,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Velsignet,Velsignet,Ude Af Kontrol,"=""00:03:01""",Pop,129,Ude Af Kontrol - Velsignet.mp4,2018,English,1,Ude Af Kontrol,1,0,"Energetic,All Weather,All Season"
Langt Ude,Langt Ude,"Ude Af Kontrol, Faustix","=""00:02:56""",Pop,128,"Ude Af Kontrol, Faustix - Langt Ude.mp4",2019,English,1,"Aesthetic, Sony Music",1,0,"Mainstream,All Weather,All Season,Youth/adult"
Bellevue,Bellevue,Tobias Rahim ft. D1MA,"=""00:03:12""",Pop,100,Tobias Rahim ft. D1MA - Bellevue.mp4,2024,English,1,Os Der Følger Floden ApS,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Fantino og Bonde på Dansktoppen,Fantino og Bonde på Dansktoppen,Vi kan godt li’ bajer,"=""00:02:56""",Pop,150,Vi kan godt li’ bajer - Fantino og Bonde på Dansktoppen.mp4,2022,Norwegian,1,Vi kan godt li’ bajer,1,0,"Energetic,All Weather,All Season"
